SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,ENROLLMENT_TOTAL,ENROLLMENT_MALE_CNT,ENROLLMENT_MALE_PCT,ENROLLMENT_FEMALE_CNT,ENROLLMENT_FEMALE_PCT,ENROLLMENT_WHITE_CNT,ENROLLMENT_WHITE_PCT,ENROLLMENT_BLACK_CNT,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC_CNT,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_ASIAN_CNT,ENROLLMENT_ASIAN_PCT,ENROLLMENT_AIAN_CNT,ENROLLMENT_AIAN_PCT,ENROLLMENT_HAWAIIAN_CNT,ENROLLMENT_HAWAIIAN_PCT,ENROLLMENT_OTHER_CNT,ENROLLMENT_OTHER_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20122013,17012,Bardstown Independent,Bardstown Primary School,6819,647.55,682,336,49.3%,346,50.7%,472,69.2%,95,13.9%,45,6.6%,16,2.3%,0,0.0%,0,0.0%,54,7.9%,387,56.7%,55,8.1%,95.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,41.00,3.00,38.00,0,0.0%,12.4,8.3%,41.7%,50.0%,0.0%,0.0%,100.0%,0.0%,4.8:1,5.9%,675,17,2,3000
20122013,17,Bardstown Independent,---District---,9763,2336.26,2443,1248,51.1%,"1,195",48.9%,"1,701",69.6%,428,17.5%,137,5.6%,48,2.0%,2,0.1%,1,0.0%,126,5.2%,"1,361",55.7%,185,7.6%,94.9%,2.5%,1.5%,75.0%,72,51.8%,63,45.3%,9,6.5%,1,0.7%,35,25.2%,28,20.1%,0,0.0%,3,2.2%,16:1,154.00,36.00,118.00,2,0.0%,11.3,11.2%,52.1%,36.7%,0.0%,0.0%,100.0%,0.0%,3.3:1,35.9%,1895,188,17,4835
20122013,21010,Barren County,Austin Tracy Elementary School,9950,226.54,231,119,51.5%,112,48.5%,217,93.9%,2,0.9%,9,3.9%,0,0.0%,0,0.0%,0,0.0%,3,1.3%,140,60.6%,20,8.7%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,20.20,4.00,16.20,1,0.0%,12.1,15.8%,47.4%,36.8%,0.0%,0.0%,100.0%,0.0%,2.2:1,51.5%,164,15,2,17437
20122013,21012,Barren County,BAVEL,4103,86.97,174,77,44.3%,97,55.7%,162,93.1%,0,0.0%,6,3.4%,0,0.0%,1,0.6%,0,0.0%,5,2.9%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87:1,2.00,1.00,1.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,174,0,0,0
20122013,21011,Barren County,Barren County Day Treatment Ctr,,47.15,65,38,58.5%,27,41.5%,52,80.0%,5,7.7%,6,9.2%,1,1.5%,0,0.0%,0,0.0%,1,1.5%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,8.00,4.00,4.00,1,0.0%,10.4,25.0%,62.5%,12.5%,0.0%,0.0%,100.0%,0.0%,15.7:1,600%,65,0,0,84
20122013,21027,Barren County,Barren County High School,8113,1220.9,1280,641,50.1%,639,49.9%,"1,217",95.1%,18,1.4%,26,2.0%,4,0.3%,1,0.1%,0,0.0%,14,1.1%,520,40.6%,107,8.4%,94.1%,0.9%,1.5%,79.6%,161,51.9%,150,48.4%,11,3.5%,34,11.0%,57,18.4%,43,13.9%,1,0.3%,14,4.5%,16:1,78.08,29.50,48.58,3,2.2%,12.1,12.8%,44.2%,41.9%,0.0%,1.2%,100.0%,2.2%,2.7:1,61.1%,253,2,3,22341
20122013,21050,Barren County,Barren County Middle School,6950,659.12,687,350,50.9%,337,49.1%,657,95.6%,8,1.2%,17,2.5%,0,0.0%,1,0.1%,0,0.0%,4,0.6%,309,45.0%,67,9.8%,95.4%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,39.29,10.00,29.29,2,0.0%,10.5,24.4%,46.7%,28.9%,0.0%,0.0%,100.0%,0.0%,7.8:1,61.2%,225,5,2,7941
20122013,21035,Barren County,Eastern Elementary School,8334,336.41,351,189,53.8%,162,46.2%,341,97.2%,1,0.3%,4,1.1%,0,0.0%,0,0.0%,2,0.6%,3,0.9%,195,55.6%,26,7.4%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,25.20,2.00,23.20,2,0.0%,8,37.5%,37.5%,25.0%,0.0%,0.0%,100.0%,0.0%,4.4:1,53.9%,315,150,4,21390
20122013,21080,Barren County,Hiseville Elementary School,9940,222.32,231,110,47.6%,121,52.4%,208,90.0%,2,0.9%,16,6.9%,0,0.0%,0,0.0%,0,0.0%,5,2.2%,131,56.7%,20,8.7%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,18.00,1.00,17.00,1,0.0%,13.5,15.8%,57.9%,26.3%,0.0%,0.0%,100.0%,5.3%,2.6:1,50%,210,73,2,9357
20122013,21014,Barren County,North Jackson Elementary,8157,460.92,479,246,51.4%,233,48.6%,456,95.2%,2,0.4%,6,1.3%,7,1.5%,0,0.0%,0,0.0%,8,1.7%,167,34.9%,28,5.8%,96.4%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,28.40,,28.40,1,0.0%,10.5,18.5%,51.9%,29.6%,0.0%,0.0%,100.0%,0.0%,3:1,88.3%,450,37,12,20632
20122013,21130,Barren County,Park City Elementary School,9180,332.14,337,165,49.0%,172,51.0%,303,89.9%,6,1.8%,22,6.5%,0,0.0%,1,0.3%,0,0.0%,5,1.5%,225,66.8%,19,5.6%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,23.36,3.00,20.36,0,0.0%,12.1,29.2%,50.0%,20.8%,0.0%,0.0%,100.0%,0.0%,2.3:1,51.4%,200,48,21,9227
20122013,21150,Barren County,Red Cross Elementary School,8760,613.58,643,342,53.2%,301,46.8%,592,92.1%,14,2.2%,19,3.0%,2,0.3%,1,0.2%,0,0.0%,15,2.3%,357,55.5%,56,8.7%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,41.50,4.00,37.50,6,0.0%,14.2,5.6%,38.9%,55.6%,0.0%,0.0%,100.0%,0.0%,5.2:1,70.3%,489,137,19,25133
20122013,21180,Barren County,Temple Hill Elementary School,9693,302.83,324,154,47.5%,170,52.5%,303,93.5%,0,0.0%,13,4.0%,0,0.0%,2,0.6%,0,0.0%,6,1.9%,204,63.0%,28,8.6%,97.0%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,22.00,1.00,21.00,1,0.0%,14.4,15.8%,42.1%,42.1%,0.0%,0.0%,100.0%,0.0%,2.2:1,46.8%,206,19,5,14230
20122013,21,Barren County,---District---,10602,4508.88,4802,2431,50.6%,"2,371",49.4%,"4,508",93.9%,58,1.2%,144,3.0%,14,0.3%,7,0.1%,2,0.0%,69,1.4%,"2,248",46.8%,371,7.7%,95.3%,0.5%,1.3%,79.3%,167,52.0%,155,48.3%,12,3.7%,36,11.2%,60,18.7%,43,13.4%,1,0.3%,14,4.4%,16:1,307.03,59.50,247.53,18,0.5%,11.8,18.2%,45.9%,35.5%,0.0%,0.3%,100.0%,1.0%,3.2:1,62.1%,2751,486,70,148788
20122013,25040,Bath County,Bath County High School,7055,560.66,598,312,52.2%,286,47.8%,574,96.0%,15,2.5%,5,0.8%,1,0.2%,1,0.2%,0,0.0%,2,0.3%,355,59.4%,29,4.8%,90.8%,2.3%,2.0%,77.3%,59,46.5%,58,45.7%,1,0.8%,6,4.7%,35,27.6%,20,15.7%,3,2.4%,4,3.1%,16:1,38.00,17.00,21.00,3,0.0%,13.3,9.1%,54.5%,36.4%,0.0%,0.0%,100.0%,2.2%,1.2:1,51.7%,275,15,10,200
20122013,25020,Bath County,Bath County Middle School,5842,449.61,475,241,50.7%,234,49.3%,463,97.5%,4,0.8%,6,1.3%,0,0.0%,0,0.0%,0,0.0%,2,0.4%,315,66.3%,14,2.9%,93.5%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,31.00,12.00,19.00,1,0.0%,8.4,14.3%,67.9%,17.9%,0.0%,0.0%,100.0%,0.0%,2.2:1,45.3%,175,12,6,1500
20122013,25014,Bath County,Crossroads Elementary School,6579,429.75,464,255,55.0%,209,45.0%,441,95.0%,2,0.4%,14,3.0%,0,0.0%,0,0.0%,0,0.0%,7,1.5%,330,71.1%,20,4.3%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28.50,1.00,27.50,0,0.0%,10.8,27.3%,60.6%,12.1%,0.0%,0.0%,100.0%,0.0%,2.1:1,49.8%,197,10,2,504
20122013,25030,Bath County,Owingsville Elementary School,6896,504.66,537,271,50.5%,266,49.5%,517,96.3%,4,0.7%,9,1.7%,3,0.6%,1,0.2%,1,0.2%,2,0.4%,371,69.1%,25,4.7%,94.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.50,1.00,34.50,2,0.0%,9.8,24.2%,63.6%,12.1%,0.0%,0.0%,100.0%,0.0%,3.2:1,20.3%,372,17,3,4800
20122013,25,Bath County,---District---,8720,1944.68,2074,1079,52.0%,995,48.0%,"1,995",96.2%,25,1.2%,34,1.6%,4,0.2%,2,0.1%,1,0.0%,13,0.6%,"1,371",66.1%,88,4.2%,93.2%,1.1%,1.3%,77.3%,59,46.5%,58,45.7%,1,0.8%,6,4.7%,35,27.6%,20,15.7%,3,2.4%,4,3.1%,16:1,133.00,31.00,102.00,6,0.0%,10.9,18.1%,60.9%,21.0%,0.0%,0.0%,100.0%,0.7%,2.7:1,73.8%,1019,54,21,7004
20122013,26010,Beechwood Independent,Beechwood Elementary School,7388,596.06,611,321,52.5%,290,47.5%,561,91.8%,10,1.6%,20,3.3%,15,2.5%,3,0.5%,0,0.0%,2,0.3%,83,13.6%,16,2.6%,97.7%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,42.10,3.00,39.10,2,0.4%,13,23.7%,52.6%,23.7%,0.0%,0.0%,100.0%,2.6%,2.3:1,89.3%,450,178,2,1500
20122013,26020,Beechwood Independent,Beechwood High School,7500,568.15,587,283,48.2%,304,51.8%,548,93.4%,11,1.9%,11,1.9%,11,1.9%,0,0.0%,3,0.5%,3,0.5%,78,13.3%,23,3.9%,96.5%,0.5%,0.2%,100.0%,88,87.1%,53,52.5%,35,34.7%,0,0.0%,2,2.0%,11,10.9%,0,0.0%,0,0.0%,17:1,34.50,10.50,24.00,0,0.0%,10,26.2%,54.8%,19.0%,0.0%,0.0%,100.0%,0.0%,2.9:1,53.4%,500,14,10,2500
20122013,26,Beechwood Independent,---District---,8774,1164.21,1198,604,50.4%,594,49.6%,"1,109",92.6%,21,1.8%,31,2.6%,26,2.2%,3,0.3%,3,0.3%,5,0.4%,161,13.4%,39,3.3%,97.1%,0.5%,0.2%,100.0%,88,87.1%,53,52.5%,35,34.7%,0,0.0%,2,2.0%,11,10.9%,0,0.0%,0,0.0%,16:1,76.60,13.50,63.10,3,0.2%,11.4,25.0%,53.8%,21.3%,0.0%,0.0%,100.0%,1.3%,2.6:1,74.1%,950,192,12,4000
20122013,31012,Bell County,Bell Central School Center,7288,558,604,309,51.2%,295,48.8%,599,99.2%,0,0.0%,2,0.3%,0,0.0%,1,0.2%,0,0.0%,2,0.3%,428,70.9%,42,7.0%,94.1%,1.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,42.00,6.00,36.00,0,0.0%,11.5,16.2%,35.1%,45.9%,2.7%,0.0%,100.0%,0.0%,2.6:1,62.6%,495,4,2,1900
20122013,31040,Bell County,Bell County High School,7315,704.27,771,385,49.9%,386,50.1%,765,99.2%,2,0.3%,3,0.4%,0,0.0%,0,0.0%,0,0.0%,1,0.1%,518,67.2%,60,7.8%,91.4%,3.8%,0.7%,76.2%,117,69.6%,108,64.3%,9,5.4%,4,2.4%,23,13.7%,1,0.6%,19,11.3%,4,2.4%,16:1,47.50,22.00,25.50,1,0.0%,14.8,5.5%,30.9%,63.6%,0.0%,0.0%,100.0%,0.0%,2.4:1,96.5%,412,14,2,11
20122013,31180,Bell County,Frakes School Center,9217,137.25,146,84,57.5%,62,42.5%,143,97.9%,2,1.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.7%,99,67.8%,11,7.5%,93.8%,6.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,12.00,3.00,9.00,1,0.0%,12.2,15.4%,38.5%,46.2%,0.0%,0.0%,100.0%,0.0%,1.6:1,70.2%,88,26,2,422
20122013,31250,Bell County,Lone Jack School Center,9161,185.71,196,106,54.1%,90,45.9%,194,99.0%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,0,0.0%,1,0.5%,150,76.5%,5,2.6%,93.7%,1.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,16.00,5.00,11.00,0,0.0%,15.8,21.4%,28.6%,50.0%,0.0%,0.0%,100.0%,0.0%,1.7:1,76.6%,150,27,2,1396
20122013,31013,Bell County,Page School Center,6756,396.71,420,222,52.9%,198,47.1%,420,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,287,68.3%,28,6.7%,94.5%,0.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,27.00,10.00,17.00,0,0.0%,16.3,16.7%,20.8%,58.3%,4.2%,0.0%,100.0%,0.0%,3.2:1,65.9%,209,116,2,3130
20122013,31340,Bell County,Recovery/Alt School/Day Treatment,12676,27.18,32,20,62.5%,12,37.5%,32,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,3.50,2.00,1.50,,0.0%,15.4,5.6%,27.8%,66.7%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,32,0,0,50
20122013,31345,Bell County,Right Fork School Center,7610,213.65,217,128,59.0%,89,41.0%,215,99.1%,1,0.5%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,171,78.8%,15,6.9%,96.1%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,16.00,3.00,13.00,2,0.0%,11,29.4%,35.3%,35.3%,0.0%,0.0%,100.0%,0.0%,1.5:1,62.9%,120,21,2,186
20122013,31390,Bell County,Yellow Creek School Center,5834,458.77,496,259,52.2%,237,47.8%,491,99.0%,2,0.4%,2,0.4%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,419,84.5%,16,3.2%,93.7%,3.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,29.00,5.00,24.00,0,0.0%,14.3,14.3%,46.4%,39.3%,0.0%,0.0%,100.0%,0.0%,2.4:1,75.1%,225,10,2,186
20122013,31,Bell County,---District---,9713,2681.54,2882,1513,52.5%,"1,369",47.5%,"2,859",99.2%,7,0.2%,8,0.3%,1,0.0%,1,0.0%,0,0.0%,6,0.2%,"2,072",71.9%,177,6.1%,93.3%,3.3%,0.5%,74.3%,117,68.4%,108,63.2%,9,5.3%,4,2.3%,25,14.6%,1,0.6%,20,11.7%,4,2.3%,15:1,193.00,56.00,137.00,4,0.0%,13.9,13.6%,33.0%,52.4%,1.0%,0.0%,100.0%,0.0%,2.3:1,76.1%,1731,218,14,7281
20122013,32010,Bellevue Independent,Bellevue High School,7589,325.83,330,190,57.6%,140,42.4%,307,93.0%,11,3.3%,5,1.5%,0,0.0%,0,0.0%,0,0.0%,7,2.1%,228,69.1%,32,9.7%,94.7%,9.1%,0.8%,73.7%,34,66.7%,22,43.1%,12,23.5%,0,0.0%,13,25.5%,2,3.9%,0,0.0%,2,3.9%,14:1,23.00,10.00,13.00,0,0.0%,9.9,19.2%,65.4%,15.4%,0.0%,0.0%,100.0%,0.0%,2:1,76.5%,345,35,5,524
20122013,32020,Bellevue Independent,Grandview Elementary School,6978,393.67,403,223,55.3%,180,44.7%,348,86.4%,12,3.0%,13,3.2%,0,0.0%,0,0.0%,2,0.5%,28,6.9%,284,70.5%,35,8.7%,96.3%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27.00,3.00,24.00,0,0.0%,10.4,20.8%,58.3%,20.8%,0.0%,0.0%,100.0%,0.0%,1.6:1,42.2%,335,20,2,435
20122013,32,Bellevue Independent,---District---,10235,719.5,733,413,56.3%,320,43.7%,655,89.4%,23,3.1%,18,2.5%,0,0.0%,0,0.0%,2,0.3%,35,4.8%,512,69.8%,67,9.1%,95.6%,6.4%,0.8%,73.7%,34,66.7%,22,43.1%,12,23.5%,0,0.0%,13,25.5%,2,3.9%,0,0.0%,2,3.9%,15:1,50.00,13.00,37.00,0,0.0%,10.1,20.0%,62.0%,18.0%,0.0%,0.0%,100.0%,0.0%,1.8:1,55.7%,680,55,7,959
20122013,34010,Berea Independent,Berea Community Elementary School,12902,468,495,236,47.7%,259,52.3%,435,87.9%,22,4.4%,27,5.5%,1,0.2%,0,0.0%,0,0.0%,10,2.0%,286,57.8%,34,6.9%,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,40.36,,40.36,2,0.0%,11,13.8%,62.1%,24.1%,0.0%,0.0%,100.0%,0.0%,2.5:1,32.8%,493,54,9,4381
20122013,34020,Berea Independent,Berea Community High School,9820,292.01,311,171,55.0%,140,45.0%,282,90.7%,6,1.9%,10,3.2%,9,2.9%,1,0.3%,0,0.0%,3,1.0%,142,45.7%,23,7.4%,92.8%,3.4%,0.7%,70.1%,60,88.2%,53,77.9%,7,10.3%,0,0.0%,6,8.8%,0,0.0%,0,0.0%,2,2.9%,17:1,18.56,6.64,11.92,0,0.0%,10.2,24.2%,45.5%,30.3%,0.0%,0.0%,100.0%,0.0%,2.2:1,37%,101,40,19,1257
20122013,34015,Berea Independent,Berea Community Middle School,12055,272.18,282,133,47.2%,149,52.8%,252,89.4%,10,3.5%,15,5.3%,2,0.7%,0,0.0%,0,0.0%,3,1.1%,140,49.6%,10,3.5%,94.3%,2.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,21.08,5.36,15.72,1,0.0%,10.1,25.7%,51.4%,22.9%,0.0%,0.0%,100.0%,0.0%,2:1,34.3%,236,41,19,3303
20122013,34,Berea Independent,---District---,21714,1032.19,1088,540,49.6%,548,50.4%,969,89.1%,38,3.5%,52,4.8%,12,1.1%,1,0.1%,0,0.0%,16,1.5%,568,52.2%,67,6.2%,94.3%,2.2%,0.4%,70.1%,60,88.2%,53,77.9%,7,10.3%,0,0.0%,6,8.8%,0,0.0%,0,0.0%,2,2.9%,14:1,80.00,12.00,68.00,3,0.0%,10.4,21.6%,52.6%,25.8%,0.0%,0.0%,100.0%,0.0%,2.3:1,34.3%,830,92,14,7974
20122013,35005,Boone County,A M Yealey Elementary School,9163,574.26,589,316,53.7%,273,46.3%,500,84.9%,21,3.6%,31,5.3%,16,2.7%,0,0.0%,0,0.0%,21,3.6%,182,30.9%,49,8.3%,97.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,41.50,3.00,38.50,3,0.0%,13.6,18.8%,62.5%,18.8%,0.0%,0.0%,100.0%,0.0%,2.5:1,100%,560,3,2,11500
20122013,35030,Boone County,Boone County High School,8000,1331.52,1367,711,52.0%,656,48.0%,"1,129",82.6%,92,6.7%,88,6.4%,24,1.8%,4,0.3%,13,1.0%,17,1.2%,497,36.4%,113,8.3%,94.9%,5.9%,0.8%,79.2%,245,77.5%,213,67.4%,32,10.1%,8,2.5%,28,8.9%,19,6.0%,4,1.3%,12,3.8%,16:1,85.00,31.50,53.50,2,0.0%,13.4,12.6%,57.9%,29.5%,0.0%,0.0%,100.0%,0.0%,4.8:1,100%,1366,40,2,14000
20122013,35040,Boone County,Burlington Elementary School,8194,818.54,842,424,50.4%,418,49.6%,756,89.8%,26,3.1%,16,1.9%,9,1.1%,0,0.0%,7,0.8%,28,3.3%,304,36.1%,48,5.7%,96.7%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,55.00,2.00,53.00,4,0.0%,13.1,12.2%,71.4%,16.3%,0.0%,0.0%,100.0%,0.0%,2.8:1,100%,325,23,3,4390
20122013,35010,Boone County,Camp Ernst Middle School,7247,977.64,1012,529,52.3%,483,47.7%,916,90.5%,35,3.5%,18,1.8%,21,2.1%,0,0.0%,1,0.1%,21,2.1%,246,24.3%,48,4.7%,96.1%,0.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,60.00,15.00,45.00,4,0.0%,11.9,11.9%,64.2%,23.9%,0.0%,0.0%,100.0%,0.0%,3.3:1,100%,450,200,2,5364
20122013,35041,Boone County,Charles H. Kelly Elementary School,12631,227.23,236,127,53.8%,109,46.2%,223,94.5%,0,0.0%,8,3.4%,1,0.4%,0,0.0%,0,0.0%,4,1.7%,108,45.8%,25,10.6%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,23.00,,23.00,1,0.0%,14.2,12.5%,56.3%,31.3%,0.0%,0.0%,100.0%,0.0%,1.8:1,91.4%,235,34,2,856
20122013,35055,Boone County,Chester Goodridge Elementary School,8402,752.97,787,386,49.0%,401,51.0%,691,87.8%,10,1.3%,47,6.0%,6,0.8%,1,0.1%,1,0.1%,31,3.9%,263,33.4%,85,10.8%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,50.50,3.00,47.50,6,0.0%,11.9,15.0%,62.5%,22.5%,0.0%,0.0%,100.0%,0.0%,2.8:1,100%,830,27,3,6220
20122013,35045,Boone County,Conner High School,7875,1175.21,1223,634,51.8%,589,48.2%,"1,121",91.7%,32,2.6%,35,2.9%,18,1.5%,1,0.1%,1,0.1%,15,1.2%,281,23.0%,67,5.5%,95.0%,5.4%,0.8%,81.8%,181,69.6%,160,61.5%,21,8.1%,5,1.9%,50,19.2%,5,1.9%,12,4.6%,7,2.7%,16:1,76.30,28.00,48.30,4,0.0%,11.2,16.7%,58.3%,25.0%,0.0%,0.0%,100.0%,0.0%,3.4:1,98.6%,1275,5,2,14180
20122013,35043,Boone County,Conner Middle School,7259,1046.91,1091,567,52.0%,524,48.0%,991,90.8%,33,3.0%,30,2.7%,18,1.6%,1,0.1%,1,0.1%,17,1.6%,282,25.8%,61,5.6%,96.0%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,65.00,13.00,52.00,9,0.0%,10.5,15.7%,51.4%,32.9%,0.0%,0.0%,100.0%,0.0%,3.5:1,100%,750,46,3,2040
20122013,35006,Boone County,Erpenbeck Elementary School,8274,635.85,651,342,52.5%,309,47.5%,555,85.3%,13,2.0%,17,2.6%,50,7.7%,1,0.2%,0,0.0%,15,2.3%,91,14.0%,29,4.5%,97.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,41.00,3.00,38.00,3,0.0%,10.6,19.4%,66.7%,11.1%,2.8%,0.0%,100.0%,0.0%,2.7:1,100%,700,45,2,4311
