SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20202021,071,LOGAN,351,Logan County,012,Auburn Elementary School,351012,071351012,210354001543,GRREC,902,A1,586,955,693,1648,8563,1427,9991,11760
20202021,071,LOGAN,351,Logan County,013,Chandlers Elementary School,351013,071351013,210354001544,GRREC,902,A1,423,1142,845,1986,8736,1491,10227,12419
20202021,071,LOGAN,351,Logan County,014,Lewisburg Elementary School,351014,071351014,210354001545,GRREC,902,A1,439,865,845,1756,8574,1632,10206,11971
20202021,071,LOGAN,351,Logan County,016,Olmstead Elementary School,351016,071351016,210354001546,GRREC,902,A1,353,940,887,1827,9915,1580,11495,13344
20202021,071,LOGAN,351,Logan County,030,The Academy,351030,071351030,210354002396,GRREC,902,A5,61,,,,,,,
20202021,071,LOGAN,351,Logan County,140,Logan County High School,351140,071351140,210354001458,GRREC,902,A1,968,548,605,1153,7525,2177,9702,10952
20202021,059,KENTON,354,Ludlow Independent,"",---District Total---,354,"","",NKCES,905,"",786,896,910,1806,9388,2025,11413,13994
20202021,059,KENTON,354,Ludlow Independent,010,Mary A. Goetz Elementary School,354010,059354010,210363000938,NKCES,905,A1,393,1984,1790,16464,3649,3774,5612,25586
20202021,059,KENTON,354,Ludlow Independent,020,Ludlow High School,354020,059354020,210363000939,NKCES,905,A1,393,1398,1667,17967,4218,3063,7715,27784
20202021,072,LYON,361,Lyon County,"",---District Total---,361,"","",WKEC,908,"",897,781,738,1519,8815,2030,10845,14536
20202021,072,LYON,361,Lyon County,020,Lyon County Elementary School,361020,072361020,210369000942,WKEC,908,A1,383,699,722,1421,9368,1897,11266,12687
20202021,072,LYON,361,Lyon County,023,Lyon County Middle School,361023,072361023,210369001950,WKEC,908,A1,225,1025,718,1743,7802,1996,9798,11541
20202021,072,LYON,361,Lyon County,070,Lyon County High School,361070,072361070,210369000943,WKEC,908,A1,289,405,751,1156,8871,2232,11103,12259
20202021,073,MADISON,365,Madison County,"",---District Total---,365,"","",SESC,907,"",10973,856,239,1095,8109,1642,9751,13037
20202021,073,MADISON,365,Madison County,007,Shannon Johnson Elementary School,365007,073365007,210372001901,SESC,907,A1,489,1018,235,1253,8784,1262,10646,13248
20202021,073,MADISON,365,Madison County,008,Boonesborough Elementary,365008,073365008,210372002481,SESC,907,A1,385,1182,256,1438,7870,1566,9436,12068
20202021,073,MADISON,365,Madison County,010,Clark Moores Middle School,365010,073365010,210372000944,SESC,907,A1,584,999,349,1348,7333,1523,8856,11549
20202021,073,MADISON,365,Madison County,015,Daniel Boone Elementary School,365015,073365015,210372000945,SESC,907,A1,446,1422,182,1604,8475,1740,10215,13139
20202021,073,MADISON,365,Madison County,018,Glenn R Marshall Elementary School,365018,073365018,210372002032,SESC,907,A1,410,1067,292,1359,9440,1639,11079,13630
20202021,073,MADISON,365,Madison County,020,Madison Middle School,365020,073365020,210372000250,SESC,907,A1,656,661,253,914,7039,1365,8404,10511
20202021,073,MADISON,365,Madison County,021,B. Michael Caudill Middle School,365021,073365021,210372002217,SESC,907,A1,549,934,219,1153,7663,1605,9268,11776
20202021,073,MADISON,365,Madison County,030,Kingston Elementary School,365030,073365030,210372000946,SESC,907,A1,584,1085,233,1318,8170,1311,9481,12068
20202021,073,MADISON,365,Madison County,040,Kirksville Elementary School,365040,073365040,210372000947,SESC,907,A1,504,854,271,1125,8267,1481,9748,12185
20202021,073,MADISON,365,Madison County,045,Kit Carson Elementary School,365045,073365045,210372000948,SESC,907,A1,431,885,260,1145,8490,1775,10265,12603
20202021,073,MADISON,365,Madison County,050,Madison Central High School,365050,073365050,210372000949,SESC,907,A1,2162,458,143,601,6722,1667,8389,10212
20202021,073,MADISON,365,Madison County,065,Bellevue Transitional School,365065,073365065,210372002484,SESC,907,A5,4,,,,,,,
20202021,073,MADISON,365,Madison County,100,Silver Creek Elementary School,365100,073365100,210372000950,SESC,907,A1,474,860,198,1158,8211,1576,9787,12137
20202021,073,MADISON,365,Madison County,110,Madison Kindergarten Academy,365110,073365110,210372002392,SESC,907,A1,316,581,230,811,8715,1600,10315,12466
20202021,073,MADISON,365,Madison County,120,Waco Elementary School,365120,073365120,210372000951,SESC,907,A1,438,577,507,1084,8595,1739,10334,12732
20202021,073,MADISON,365,Madison County,130,White Hall Elementary School,365130,073365130,210372000952,SESC,907,A1,363,957,246,1203,9331,1819,11150,13783
20202021,073,MADISON,365,Madison County,140,Foley Middle School,365140,073365140,210372000953,SESC,907,A1,462,921,293,1214,8275,1598,9873,12465
20202021,073,MADISON,365,Madison County,145,Farristown Middle School,365145,073365145,210372002311,SESC,907,A1,490,1252,314,1566,7837,1660,9497,12256
20202021,073,MADISON,365,Madison County,150,Madison Southern High School,365150,073365150,210372001594,SESC,907,A1,1218,595,166,761,8052,1440,9492,11496
20202021,073,MADISON,365,Madison County,160,Madison County Day Treatment,365160,073365160,210372001678,SESC,907,A6,8,,,,,,,
20202021,074,MAGOFFIN,371,Magoffin County,"",---District Total---,371,"","",KVEC,904,"",1900,2092,879,2972,7950,2009,9959,14978
20202021,074,MAGOFFIN,371,Magoffin County,172,North Magoffin Elementary,371172,074371172,210375002238,KVEC,904,A1,376,2492,729,3312,8782,2374,7856,13068
20202021,074,MAGOFFIN,371,Magoffin County,173,South Magoffin Elementary,371173,074371173,210375002227,KVEC,904,A1,190,1989,880,2960,9146,3315,9517,14373
20202021,074,MAGOFFIN,371,Magoffin County,175,Herald Whitaker Middle School,371175,074371175,210375001618,KVEC,904,A1,309,1526,967,2561,9882,3295,10629,15116
20202021,074,MAGOFFIN,371,Magoffin County,360,Salyersville Grade School,371360,074371360,210375000958,KVEC,904,A1,407,2533,865,3489,9650,2427,8603,14012
20202021,074,MAGOFFIN,371,Magoffin County,370,Magoffin County High School,371370,074371370,210375000960,KVEC,904,A1,618,1067,789,1936,9497,2641,10383,14038
20202021,075,MARION,375,Marion County,"",---District Total---,375,"","",CKEC,901,"",3176,606,1061,1667,8986,1409,10395,13206
20202021,075,MARION,375,Marion County,020,Calvary Elementary School,375020,075375020,210378000962,CKEC,901,A1,213,929,1440,2094,9514,2501,12052,12645
20202021,075,MARION,375,Marion County,030,Hugh C. Spalding Academy,375030,075375030,210378002328,CKEC,901,A5,118,,,,,,,
20202021,075,MARION,375,Marion County,040,Glasscock Elementary School,375040,075375040,210378000963,CKEC,901,A1,436,854,1276,1874,9987,2178,11471,12795
20202021,075,MARION,375,Marion County,085,Marion County Knight Academy,375085,075375085,210378002443,CKEC,901,A1,525,260,1170,1248,8560,2278,10876,11469
20202021,075,MARION,375,Marion County,095,Marion County Middle School,375095,075375095,210378002454,CKEC,901,A1,534,548,1300,1673,9117,2381,11434,14814
20202021,075,MARION,375,Marion County,100,West Marion Elementary School,375100,075375100,210378001619,CKEC,901,A1,387,842,1363,1875,10534,2381,12696,13442
20202021,075,MARION,375,Marion County,210,Lebanon Elementary School,375210,075375210,210378000967,CKEC,901,A1,313,909,1581,2191,10670,2444,13151,13744
20202021,075,MARION,375,Marion County,515,Marion County High School,375515,075375515,210378000970,CKEC,901,A1,650,339,1610,1350,11031,3211,14082,14873
20202021,076,MARSHALL,381,Marshall County,"",---District Total---,381,"","",WKEC,908,"",4462,578,690,1268,9083,1376,10459,13280
20202021,076,MARSHALL,381,Marshall County,005,Purchase Youth Village,381005,076381005,210381002445,WKEC,908,A6,28,,,,,,,
20202021,076,MARSHALL,381,Marshall County,010,Central Elementary School,381010,076381010,210381000272,WKEC,908,A1,479,618,390,1007,9420,1274,10696,13007
20202021,076,MARSHALL,381,Marshall County,011,Benton Elementary School,381011,076381011,210381000971,WKEC,908,A1,483,662,407,1068,10138,1195,11334,13857
20202021,076,MARSHALL,381,Marshall County,018,Star Academy High School,381018,076381018,210381002073,WKEC,908,A5,28,,,,,,,
20202021,076,MARSHALL,381,Marshall County,025,MC@HOME,381025,076381025,210381002474,WKEC,908,A5,80,,,,,,,
20202021,076,MARSHALL,381,Marshall County,040,Calvert City Elementary School,381040,076381040,210381000973,WKEC,908,A1,239,928,582,1508,11721,1772,13494,16304
20202021,076,MARSHALL,381,Marshall County,085,Jonathan Elementary School,381085,076381085,210381000975,WKEC,908,A1,202,460,958,1417,12307,1711,14019,16864
20202021,076,MARSHALL,381,Marshall County,088,Marshall County High School,381088,076381088,210381000976,WKEC,908,A1,1317,492,939,1429,9124,1485,10611,14158
20202021,076,MARSHALL,381,Marshall County,090,North Marshall Middle School,381090,076381090,210381000977,WKEC,908,A1,545,774,604,1377,7598,1318,8918,11429
20202021,076,MARSHALL,381,Marshall County,100,Sharpe Elementary School,381100,076381100,210381000978,WKEC,908,A1,292,405,781,1185,10296,1541,11838,14296
20202021,076,MARSHALL,381,Marshall County,105,South Marshall Elementary School,381105,076381105,210381000979,WKEC,908,A1,293,880,820,1699,10257,1459,11718,15169
20202021,076,MARSHALL,381,Marshall County,111,South Marshall Middle,381111,076381111,210381002428,WKEC,908,A1,476,423,636,1058,7690,1329,9020,11440
20202021,076,MARSHALL,381,Marshall County,904,Marshall County Technical Center,381904,076381904,210381001509,WKEC,908,A2,0,,,,,,,
20202021,077,MARTIN,385,Martin County,"",---District Total---,385,"","",KEDC,903,"",1706,2739,1022,3761,7598,2267,9865,17413
20202021,077,MARTIN,385,Martin County,051,Eden Elementary School,385051,077385051,210384001902,KEDC,903,A1,385,2103,915,3018,2585,3018,11663,15108
20202021,077,MARTIN,385,Martin County,120,Inez Elementary School,385120,077385120,210384000982,KEDC,903,A1,239,2953,1032,3985,2964,3985,13387,16860
20202021,077,MARTIN,385,Martin County,250,Martin County High School,385250,077385250,210384000985,KEDC,903,A1,504,2110,856,2966,3724,2966,13618,18134
20202021,077,MARTIN,385,Martin County,300,Warfield Elementary School,385300,077385300,210384000988,KEDC,903,A1,273,2176,945,3120,2891,3120,12138,15623
20202021,077,MARTIN,385,Martin County,330,Martin County Middle School,385330,077385330,210384002386,KEDC,903,A1,305,2056,1197,3253,3311,3253,11788,15248
20202021,078,MASON,391,Mason County,"",---District Total---,391,"","",KEDC,903,"",2568,700,517,1217,8945,1972,10917,14968
20202021,078,MASON,391,Mason County,011,Mason County Intermediate School,391011,078391011,210387002000,KEDC,903,A1,550,1415,931,2347,13183,3229,21006,23922
20202021,078,MASON,391,Mason County,030,Mason County High School,391030,078391030,210387000989,KEDC,903,A1,779,993,822,1814,13427,3171,19881,26919
20202021,078,MASON,391,Mason County,050,Mason County Middle School,391050,078391050,210387000991,KEDC,903,A1,674,1189,799,1989,12675,2875,18920,21533
20202021,078,MASON,391,Mason County,080,Charles Straub Elementary School,391080,078391080,210387001460,KEDC,903,A1,565,1576,865,2440,12737,2875,21106,24269
20202021,042,GRAVES,392,Mayfield Independent,"",---District Total---,392,"","",WKEC,908,"",1804,1159,1692,2851,8609,1350,9959,17600
20202021,042,GRAVES,392,Mayfield Independent,031,Mayfield Elementary School,392031,042392031,210390002001,WKEC,908,A1,732,1106,1661,2767,11084,3141,14248,14810
20202021,042,GRAVES,392,Mayfield Independent,060,Mayfield High School,392060,042392060,210390000995,WKEC,908,A1,500,1132,1289,2712,9902,3101,13070,13577
20202021,042,GRAVES,392,Mayfield Independent,065,Mayfield Middle School,392065,042392065,210390000996,WKEC,908,A1,572,1230,1250,2225,7951,2580,10547,10568
20202021,079,MCCRACKEN,395,McCracken County,"",---District Total---,395,"","",WKEC,908,"",6632,674,643,1317,9045,1537,10582,15469
20202021,079,MCCRACKEN,395,McCracken County,010,Concord Elementary School,395010,079395010,210396001001,WKEC,908,A1,559,364,602,966,9251,2026,11277,12534
20202021,079,MCCRACKEN,395,McCracken County,012,McCracken Open Campus School,395012,079395012,210396001801,WKEC,908,A5,85,,,,,,,
20202021,079,MCCRACKEN,395,McCracken County,013,McCracken Regional School,395013,079395013,210396001862,WKEC,908,A6,26,,,,,,,
20202021,079,MCCRACKEN,395,McCracken County,015,McCracken County High School,395015,079395015,210396002332,WKEC,908,A1,1976,503,655,1158,8827,2212,11039,12205
20202021,079,MCCRACKEN,395,McCracken County,030,Reidland Intermediate School,395030,079395030,210396002419,WKEC,908,A1,223,1097,653,1750,10548,2153,12701,13947
20202021,079,MCCRACKEN,395,McCracken County,055,Heath Middle School,395055,079395055,210396001006,WKEC,908,A1,463,796,592,1388,10003,2397,12400,13583
20202021,079,MCCRACKEN,395,McCracken County,065,Hendron Lone Oak Elementary School,395065,079395065,210396001431,WKEC,908,A1,428,870,694,1566,11182,2214,13396,15058
20202021,079,MCCRACKEN,395,McCracken County,075,Lone Oak Intermediate School,395075,079395075,210396002374,WKEC,908,A1,457,524,632,1156,9323,2140,11464,12665
20202021,079,MCCRACKEN,395,McCracken County,080,Lone Oak Elementary School,395080,079395080,210396001009,WKEC,908,A1,431,821,611,1431,11196,2292,13488,14708
20202021,079,MCCRACKEN,395,McCracken County,085,Lone Oak Middle School,395085,079395085,210396001010,WKEC,908,A1,755,734,591,1326,9392,1878,11270,32787
20202021,079,MCCRACKEN,395,McCracken County,100,Reidland Elementary School,395100,079395100,210396001011,WKEC,908,A1,494,1032,718,1750,10791,2390,13181,14450
20202021,079,MCCRACKEN,395,McCracken County,115,Reidland Middle School,395115,079395115,210396001013,WKEC,908,A1,314,984,660,1644,10919,2384,13303,15107
20202021,079,MCCRACKEN,395,McCracken County,120,Heath Elementary School,395120,079395120,210396001461,WKEC,908,A1,421,661,624,1285,10362,2159,12521,13704
20202021,080,MCCREARY,401,McCreary County,"",---District Total---,401,"","",SESC,907,"",2756,1194,1576,2770,9047,1459,10506,14422
20202021,080,MCCREARY,401,McCreary County,010,McCreary Central High School,401010,080401010,210399001014,SESC,907,A1,841,449,1200,1650,8461,2779,12143,12280
20202021,080,MCCREARY,401,McCreary County,011,McCreary County Preschool South,401011,080401011,210399001548,SESC,907,A4,0,,,,,,,
20202021,080,MCCREARY,401,McCreary County,014,McCreary County Middle School,401014,080401014,210399002002,SESC,907,A1,600,1473,1739,1649,8461,2779,12143,12280
20202021,080,MCCREARY,401,McCreary County,017,McCreary County Preschool North,401017,080401017,210399002437,SESC,907,A4,0,,,,,,,
20202021,080,MCCREARY,401,McCreary County,020,Pine Knot Elementary School,401020,080401020,210399002451,SESC,907,A1,806,1530,1713,3244,9381,3152,13436,13538
20202021,080,MCCREARY,401,McCreary County,330,Whitley City Elementary School,401330,080401330,210399001021,SESC,907,A1,509,1309,1787,3095,10190,3261,14355,14520
20202021,081,MCLEAN,405,McLean County,"",---District Total---,405,"","",GRREC,902,"",1361,751,350,1101,9538,1644,11183,13888
20202021,081,MCLEAN,405,McLean County,020,Calhoun Elementary School,405020,081405020,210402001023,GRREC,902,A1,286,795,313,1108,9747,1953,11702,13307
20202021,081,MCLEAN,405,McLean County,050,Livermore Elementary School,405050,081405050,210402001025,GRREC,902,A1,210,1037,391,1429,12040,2052,14092,15700
20202021,081,MCLEAN,405,McLean County,065,McLean County High School,405065,081405065,210402001026,GRREC,902,A1,415,731,417,1145,10299,2042,12341,13943
20202021,081,MCLEAN,405,McLean County,070,Marie Gatton Phillips Elementary,405070,081405070,210402001027,GRREC,902,A1,102,612,656,1268,11420,2642,14062,15670
20202021,081,MCLEAN,405,McLean County,075,McLean County Middle School,405075,081405075,210402001140,GRREC,902,A1,339,481,181,662,9197,1682,10879,12482
20202021,081,MCLEAN,405,McLean County,100,McLean County Alternative Center,405100,081405100,210402002508,GRREC,902,A5,9,,,,,,,
20202021,082,MEADE,411,Meade County,"",---District Total---,411,"","",GRREC,902,"",4882,421,126,547,7804,1373,9177,12389
20202021,082,MEADE,411,Meade County,011,David T. Wilson Elementary,411011,082411011,210405001644,GRREC,902,A1,503,578,103,681,7177,1289,8463,11885
20202021,082,MEADE,411,Meade County,012,Brandenburg High School,411012,082411012,210405001930,GRREC,902,A5,18,,,,,,,
20202021,082,MEADE,411,Meade County,013,James R. Allen High School,411013,082411013,210405002202,GRREC,902,A5,0,,,,,,,
20202021,082,MEADE,411,Meade County,015,Stuart Pepper Middle School,411015,082411015,210405001029,GRREC,902,A1,761,176,93,269,6860,1142,7999,10926
20202021,082,MEADE,411,Meade County,030,Flaherty Primary School,411030,082411030,210405002295,GRREC,902,A1,390,630,102,731,8146,1173,9317,12640
20202021,082,MEADE,411,Meade County,040,Ekron Elementary School,411040,082411040,210405001032,GRREC,902,A1,377,701,179,880,8243,1300,9541,13138
20202021,082,MEADE,411,Meade County,050,Flaherty Elementary School,411050,082411050,210405001033,GRREC,902,A1,359,387,98,485,7427,1338,8763,12044
20202021,082,MEADE,411,Meade County,060,Brandenburg Primary School,411060,082411060,210405001034,GRREC,902,A1,677,666,193,858,9220,1417,10636,14085
20202021,082,MEADE,411,Meade County,070,Meade County High School,411070,082411070,210405001035,GRREC,902,A1,1551,259,125,384,7539,1536,9072,12100
20202021,082,MEADE,411,Meade County,090,Payneville Elementary School,411090,082411090,210405001037,GRREC,902,A1,246,517,94,610,9195,1583,10776,14078
20202021,083,MENIFEE,415,Menifee County,"",---District Total---,415,"","",KEDC,903,"",948,1230,1072,2302,9113,1951,11065,29755
20202021,083,MENIFEE,415,Menifee County,005,Frenchburg Group Home,415005,083415005,210408002496,KEDC,903,A6,3,,,,,,,
20202021,083,MENIFEE,415,Menifee County,020,Botts Elementary School,415020,083415020,210408001038,KEDC,903,A1,157,1666,1422,3088,12141,3539,15680,31656
20202021,083,MENIFEE,415,Menifee County,080,Menifee Elementary School,415080,083415080,210408001039,KEDC,903,A1,488,1518,876,2394,9520,2438,11958,27934
20202021,083,MENIFEE,415,Menifee County,090,Menifee County High School,415090,083415090,210408001040,KEDC,903,A1,300,500,1178,1678,10462,3623,14085,30928
20202021,084,MERCER,421,Mercer County,"",---District Total---,421,"","",CKEC,901,"",2603,550,925,1476,9546,1599,11144,14124
