SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,MEMBERSHIP_TOTAL,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_OTHER_CNT,MEMBERSHIP_OTHER_PCT,MEMBERSHIP_FREE_LUNCH_CNT,MEMBERSHIP_REDUCED_LUNCH_CNT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FULLTIME_TCH_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20112012,21050,Barren County,Barren County Middle School,661,6897,624.64,321,48.6%,340,51.4%,635,96.1%,7,1.1%,12,1.8%,0,0.0%,1,0.2%,0,0.0%,6,0.9%,255,58,95.6%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,37.50,3,0.0%,10.3,23.3%,39.5%,32.6%,2.3%,2.3%,100.0%,4.7%,3:1,49.8%,225,13,5,"7,325"
20112012,21012,Barren County,Bavel,184,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,21035,Barren County,Eastern Elementary School,358,7100,346.03,187,52.2%,171,47.8%,345,96.4%,0,0.0%,5,1.4%,0,0.0%,0,0.0%,2,0.6%,6,1.7%,190,35,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,21.00,2,0.0%,8.2,44.0%,28.0%,28.0%,0.0%,0.0%,100.0%,4.0%,2.9:1,57%,300,220,6,"8,312"
20112012,21080,Barren County,Hiseville Elementary School,252,8389,250.4,129,51.2%,123,48.8%,228,90.5%,2,0.8%,16,6.3%,0,0.0%,0,0.0%,0,0.0%,6,2.4%,180,17,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,15.00,1,0.8%,13.1,26.3%,47.4%,26.3%,0.0%,0.0%,100.0%,0.0%,2.2:1,49.1%,205,47,2,"7,120"
20112012,21014,Barren County,North Jackson Elementary,429,7389,416.77,219,51.0%,210,49.0%,414,96.5%,3,0.7%,2,0.5%,7,1.6%,0,0.0%,0,0.0%,3,0.7%,166,40,96.2%,1.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,22.50,1,0.0%,9.7,34.6%,30.8%,34.6%,0.0%,0.0%,100.0%,3.8%,2.8:1,95.9%,305,85,25,"4,218"
20112012,21130,Barren County,Park City Elementary School,353,8285,329.61,189,53.5%,164,46.5%,318,90.1%,4,1.1%,24,6.8%,0,0.0%,2,0.6%,0,0.0%,5,1.4%,244,41,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,20.00,0,0.0%,14.6,18.2%,54.5%,27.3%,0.0%,0.0%,100.0%,0.0%,2.4:1,61.5%,282,48,6,"13,715"
20112012,21150,Barren County,Red Cross Elementary School,651,7805,617.87,336,51.6%,315,48.4%,603,92.6%,18,2.8%,13,2.0%,2,0.3%,1,0.2%,0,0.0%,14,2.2%,363,71,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,38.50,5,0.0%,13.6,16.2%,32.4%,51.4%,0.0%,0.0%,100.0%,0.0%,3.2:1,30.4%,427,116,17,"3,832"
20112012,21180,Barren County,Temple Hill Elementary School,319,8691,309.64,145,45.5%,174,54.5%,302,94.7%,0,0.0%,11,3.4%,0,0.0%,1,0.3%,0,0.0%,5,1.6%,193,50,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,19.00,1,0.0%,15.1,10.0%,40.0%,50.0%,0.0%,0.0%,100.0%,0.0%,1.8:1,44.4%,201,18,10,"8,309"
20112012,21,Barren County,---District---,4795,9852,"4,506.18","2,405",50.2%,"2,390",49.8%,"4,535",94.6%,58,1.2%,115,2.4%,16,0.3%,6,0.1%,2,0.0%,63,1.3%,"2,294",438,95.4%,0.8%,1.3%,79.5%,149,46.6%,142,44.4%,7,2.2%,43,13.4%,48,15.0%,51,15.9%,12,3.8%,17,5.3%,16:1,297.01,18,0.2%,11.5,22.3%,40.7%,36.4%,0.3%,0.3%,100.0%,2.6%,2.4:1,56.1%,"2,393",570,100,"116,161"
20112012,25040,Bath County,Bath County High School,575,7216,543.6,290,50.4%,285,49.6%,554,96.3%,15,2.6%,4,0.7%,0,0.0%,0,0.0%,1,0.2%,1,0.2%,357,14,90.8%,0.5%,1.2%,77.6%,70,55.6%,70,55.6%,0,0.0%,1,0.8%,23,18.3%,27,21.4%,2,1.6%,3,2.4%,16:1,36.00,3,0.0%,13.1,4.4%,60.0%,35.6%,0.0%,0.0%,100.0%,0.0%,2.2:1,86.9%,300,10,10,100
20112012,25020,Bath County,Bath County Middle School,492,5337,460.18,245,49.8%,247,50.2%,479,97.4%,6,1.2%,4,0.8%,0,0.0%,1,0.2%,0,0.0%,2,0.4%,292,10,93.9%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.50,0,0.0%,9,29.6%,55.6%,14.8%,0.0%,0.0%,100.0%,0.0%,3.3:1,72.5%,130,6,2,500
20112012,25014,Bath County,Crossroads Elementary School,454,6691,426.99,241,53.1%,213,46.9%,431,94.9%,3,0.7%,15,3.3%,0,0.0%,0,0.0%,0,0.0%,5,1.1%,278,20,93.9%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,30.00,0,0.0%,10.5,30.0%,56.7%,13.3%,0.0%,0.0%,100.0%,0.0%,4.7:1,53.3%,375,8,20,509
20112012,25030,Bath County,Owingsville Elementary School,525,6400,492.2,273,52.0%,252,48.0%,507,96.6%,4,0.8%,9,1.7%,2,0.4%,1,0.2%,0,0.0%,2,0.4%,296,28,93.2%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.00,0,0.0%,8.9,30.3%,57.6%,12.1%,0.0%,0.0%,100.0%,0.0%,2.2:1,43.8%,386,24,210,"1,034"
20112012,25,Bath County,---District---,2046,8608,"1,922.97","1,049",51.3%,997,48.7%,"1,971",96.3%,28,1.4%,32,1.6%,2,0.1%,2,0.1%,1,0.0%,10,0.5%,"1,223",72,92.8%,0.4%,1.0%,77.6%,70,55.6%,70,55.6%,0,0.0%,1,0.8%,23,18.3%,27,21.4%,2,1.6%,3,2.4%,15:1,134.00,4,0.0%,10.6,21.5%,57.8%,20.7%,0.0%,0.0%,100.0%,0.0%,2.7:1,66%,"1,191",48,242,"2,143"
20112012,26010,Beechwood Independent,Beechwood Elementary School,607,6396,585.4,309,50.9%,298,49.1%,562,92.6%,9,1.5%,19,3.1%,13,2.1%,2,0.3%,0,0.0%,2,0.3%,63,21,97.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,38.09,2,0.0%,12.5,22.2%,52.8%,25.0%,0.0%,0.0%,100.0%,0.0%,2.1:1,100%,450,10,10,"1,500"
20112012,26020,Beechwood Independent,Beechwood High School,573,6908,550.55,279,48.7%,294,51.3%,539,94.1%,11,1.9%,10,1.7%,8,1.4%,0,0.0%,0,0.0%,5,0.9%,55,21,96.2%,0.5%,0.0%,100.0%,68,81.9%,47,56.6%,21,25.3%,0,0.0%,3,3.6%,10,12.0%,1,1.2%,1,1.2%,17:1,33.50,0,0.0%,12.1,22.0%,56.1%,22.0%,0.0%,0.0%,100.0%,2.4%,2.8:1,100%,325,67,7,"2,700"
20112012,26,Beechwood Independent,---District---,1180,8807,"1,135.95",588,49.8%,592,50.2%,"1,101",93.3%,20,1.7%,29,2.5%,21,1.8%,2,0.2%,0,0.0%,7,0.6%,118,42,96.7%,0.4%,0.0%,100.0%,68,81.9%,47,56.6%,21,25.3%,0,0.0%,3,3.6%,10,12.0%,1,1.2%,1,1.2%,16:1,72.59,3,0.0%,12.3,22.1%,54.5%,23.4%,0.0%,0.0%,100.0%,1.3%,2.5:1,100%,775,77,17,"4,200"
20112012,31012,Bell County,Bell Central School Center,574,8505,537.35,305,53.1%,269,46.9%,570,99.3%,0,0.0%,2,0.3%,0,0.0%,0,0.0%,0,0.0%,2,0.3%,401,40,94.1%,4.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,38.00,0,0.0%,11.9,22.9%,31.4%,42.9%,2.9%,0.0%,100.0%,0.0%,2.2:1,29.3%,480,20,18,"2,073"
20112012,31040,Bell County,Bell County High School,765,7820,720.15,394,51.5%,371,48.5%,758,99.1%,3,0.4%,3,0.4%,0,0.0%,0,0.0%,0,0.0%,1,0.1%,505,66,91.3%,4.3%,0.7%,74.0%,105,58.3%,95,52.8%,10,5.6%,4,2.2%,42,23.3%,9,5.0%,19,10.6%,1,0.6%,16:1,47.00,1,0.0%,13.9,9.4%,28.3%,62.3%,0.0%,0.0%,100.0%,0.0%,3.5:1,95.1%,335,2,6,"1,000"
20112012,31180,Bell County,Frakes School Center,153,11352,139.52,92,60.1%,61,39.9%,152,99.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.7%,93,13,94.4%,1.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,12.00,1,0.0%,13.8,13.3%,40.0%,46.7%,0.0%,0.0%,100.0%,0.0%,1.9:1,70.3%,106,50,2,422
20112012,31250,Bell County,Lone Jack School Center,220,9425,200.63,114,51.8%,106,48.2%,219,99.5%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,167,18,93.4%,1.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,19.00,0,0.0%,14.3,18.8%,31.3%,50.0%,0.0%,0.0%,100.0%,0.0%,2.6:1,100%,116,17,2,"1,264"
20112012,31013,Bell County,Page School Center,461,7743,424.53,239,51.8%,222,48.2%,460,99.8%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,300,33,94.4%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28.00,0,0.0%,15.8,21.4%,28.6%,46.4%,3.6%,0.0%,100.0%,0.0%,3.7:1,42.6%,400,79,7,"1,120"
20112012,31340,Bell County,Recovery/Alt School/Day Treatment,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,31345,Bell County,Right Fork School Center,232,8470,221.9,140,60.3%,92,39.7%,229,98.7%,2,0.9%,1,0.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,167,20,95.9%,0.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,14.50,2,0.0%,11.1,35.3%,35.3%,29.4%,0.0%,0.0%,100.0%,5.6%,3.4:1,38.5%,60,5,3,45
20112012,31390,Bell County,Yellow Creek School Center,448,7677,425.99,226,50.4%,222,49.6%,445,99.3%,0,0.0%,2,0.4%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,380,17,93.8%,1.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,26.00,0,0.0%,15.6,13.8%,41.4%,44.8%,0.0%,0.0%,100.0%,0.0%,2.8:1,80.4%,190,4,2,186
20112012,31,Bell County,---District---,2881,11488,"2,695.33","1,530",53.1%,"1,351",46.9%,"2,860",99.3%,6,0.2%,8,0.3%,1,0.0%,0,0.0%,0,0.0%,6,0.2%,"2,013",207,93.2%,3.4%,1.0%,73.7%,109,56.8%,98,51.0%,11,5.7%,4,2.1%,46,24.0%,9,4.7%,23,12.0%,1,0.5%,14:1,201.50,4,0.0%,14,17.1%,31.9%,50.0%,1.0%,0.0%,100.0%,0.5%,2.9:1,63.7%,"1,687",177,40,"6,110"
20112012,32010,Bellevue Independent,Bellevue High School,350,7146,334.79,195,55.7%,155,44.3%,325,92.9%,15,4.3%,8,2.3%,0,0.0%,0,0.0%,0,0.0%,2,0.6%,240,59,94.9%,2.9%,0.0%,81.8%,22,36.7%,20,33.3%,2,3.3%,11,18.3%,20,33.3%,7,11.7%,0,0.0%,0,0.0%,16:1,21.78,0,0.0%,10.4,28.0%,60.0%,12.0%,0.0%,0.0%,100.0%,4.0%,2.1:1,100%,50,40,5,526
20112012,32020,Bellevue Independent,Grandview Elementary School,407,6154,385.1,236,58.0%,171,42.0%,364,89.4%,8,2.0%,7,1.7%,0,0.0%,0,0.0%,2,0.5%,26,6.4%,254,42,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27.00,0,0.0%,10.8,41.7%,41.7%,16.7%,0.0%,0.0%,100.0%,0.0%,2.4:1,100%,323,12,4,415
20112012,32,Bellevue Independent,---District---,757,7058,719.89,431,56.9%,326,43.1%,689,91.0%,23,3.0%,15,2.0%,0,0.0%,0,0.0%,2,0.3%,28,3.7%,494,101,95.3%,2.0%,0.0%,81.8%,22,36.7%,20,33.3%,2,3.3%,11,18.3%,20,33.3%,7,11.7%,0,0.0%,0,0.0%,15:1,50.48,,0.0%,10.6,34.7%,51.0%,14.3%,0.0%,0.0%,100.0%,2.0%,2.3:1,100%,383,52,9,941
20112012,34010,Berea Independent,Berea Community Elementary School,515,6503,490.32,254,49.3%,261,50.7%,456,88.5%,24,4.7%,25,4.9%,0,0.0%,0,0.0%,0,0.0%,10,1.9%,343,46,94.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,36.93,2,0.0%,12.6,8.8%,67.6%,23.5%,0.0%,0.0%,100.0%,0.0%,2.8:1,24.1%,478,36,8,"7,521"
20112012,34020,Berea Independent,Berea Community High School,297,6575,276.83,159,53.5%,138,46.5%,267,89.9%,11,3.7%,8,2.7%,7,2.4%,1,0.3%,1,0.3%,2,0.7%,123,31,92.2%,3.9%,1.3%,80.0%,56,71.8%,51,65.4%,5,6.4%,1,1.3%,20,25.6%,1,1.3%,0,0.0%,0,0.0%,18:1,16.06,0,0.0%,14.1,16.7%,43.3%,40.0%,0.0%,0.0%,100.0%,0.0%,2.6:1,40.6%,173,16,7,"2,982"
20112012,34015,Berea Independent,Berea Community Middle School,275,6088,268.54,142,51.6%,133,48.4%,249,90.5%,7,2.5%,13,4.7%,2,0.7%,0,0.0%,0,0.0%,4,1.5%,141,26,94.9%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,20.01,1,0.0%,12.4,24.1%,48.3%,27.6%,0.0%,0.0%,100.0%,0.0%,2.6:1,40%,197,16,7,"4,451"
20112012,34,Berea Independent,---District---,1087,6414,"1,035.69",555,51.1%,532,48.9%,972,89.4%,42,3.9%,46,4.2%,9,0.8%,1,0.1%,1,0.1%,16,1.5%,607,103,93.9%,1.5%,0.8%,80.0%,56,71.8%,51,65.4%,5,6.4%,1,1.3%,20,25.6%,1,1.3%,0,0.0%,0,0.0%,14:1,77.00,3,0.0%,13,16.1%,53.8%,30.1%,0.0%,0.0%,100.0%,0.0%,2.7:1,33%,848,52,15,"14,954"
20112012,35005,Boone County,A M Yealey Elementary School,627,7750,601.47,334,53.3%,293,46.7%,548,87.4%,21,3.3%,17,2.7%,22,3.5%,1,0.2%,0,0.0%,18,2.9%,173,49,96.5%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,40.50,4,0.0%,13.1,18.8%,56.3%,25.0%,0.0%,0.0%,100.0%,0.0%,3.1:1,25%,286,2,2,"4,600"
20112012,35170,Boone County,Alternative Center,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,35030,Boone County,Boone County High School,1335,6891,"1,291.64",696,52.1%,639,47.9%,"1,123",84.1%,88,6.6%,81,6.1%,26,1.9%,5,0.4%,2,0.1%,10,0.7%,412,134,94.9%,3.4%,0.8%,70.2%,211,63.2%,182,54.5%,29,8.7%,6,1.8%,45,13.5%,56,16.8%,0,0.0%,16,4.8%,15:1,87.00,2,0.0%,12.6,15.1%,57.0%,26.7%,1.2%,0.0%,100.0%,1.1%,1.7:1,35%,"1,338",35,2,"13,380"
20112012,35040,Boone County,Burlington Elementary School,900,6789,871.32,473,52.6%,427,47.4%,814,90.4%,25,2.8%,15,1.7%,10,1.1%,0,0.0%,6,0.7%,30,3.3%,282,31,96.1%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,53.50,2,0.0%,12.5,17.3%,71.2%,11.5%,0.0%,0.0%,100.0%,0.0%,2.2:1,66%,361,45,2,"8,016"
20112012,35010,Boone County,Camp Ernst Middle School,971,6081,939.29,512,52.7%,459,47.3%,874,90.0%,39,4.0%,22,2.3%,16,1.6%,0,0.0%,1,0.1%,19,2.0%,204,52,96.2%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,57.00,4,0.0%,11.8,17.2%,65.5%,17.2%,0.0%,0.0%,100.0%,0.0%,3.5:1,11%,350,200,2,"6,783"
20112012,35041,Boone County,Charles H. Kelly Elementary School,242,11799,227.96,138,57.0%,104,43.0%,230,95.0%,1,0.4%,5,2.1%,1,0.4%,0,0.0%,0,0.0%,5,2.1%,102,25,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,24.00,1,0.0%,15.7,10.0%,65.0%,25.0%,0.0%,0.0%,100.0%,0.0%,1.3:1,50%,239,51,2,930
20112012,35055,Boone County,Chester Goodridge Elementary School,837,6641,817.91,406,48.5%,431,51.5%,740,88.4%,15,1.8%,51,6.1%,5,0.6%,0,0.0%,2,0.2%,24,2.9%,235,89,96.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,50.00,5,0.0%,10.8,20.0%,62.5%,17.5%,0.0%,0.0%,100.0%,0.0%,2.9:1,37.9%,825,27,3,"8,822"
20112012,35045,Boone County,Conner High School,1182,6681,"1,135.42",618,52.3%,564,47.7%,"1,071",90.6%,33,2.8%,34,2.9%,19,1.6%,1,0.1%,6,0.5%,18,1.5%,241,72,95.3%,4.6%,0.4%,N/A,204,69.6%,180,61.4%,24,8.2%,0,0.0%,68,23.2%,10,3.4%,1,0.3%,10,3.4%,16:1,73.60,4,0.0%,11.2,18.1%,55.6%,26.4%,0.0%,0.0%,100.0%,1.3%,2:1,44%,"1,182",24,3,"8,997"
20112012,35043,Boone County,Conner Middle School,1071,5967,"1,032.86",558,52.1%,513,47.9%,969,90.5%,32,3.0%,24,2.2%,23,2.1%,1,0.1%,5,0.5%,17,1.6%,210,70,96.1%,0.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,62.00,8,0.0%,11.2,20.9%,50.7%,28.4%,0.0%,0.0%,100.0%,0.0%,4.6:1,48%,612,38,2,"2,037"
20112012,35006,Boone County,Erpenbeck Elementary School,658,6821,645.6,334,50.8%,324,49.2%,569,86.5%,14,2.1%,18,2.7%,42,6.4%,1,0.2%,0,0.0%,14,2.1%,81,25,97.1%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,41.00,4,0.0%,10.2,30.6%,55.6%,13.9%,0.0%,0.0%,100.0%,0.0%,2.7:1,86%,647,23,2,"4,224"
20112012,35050,Boone County,Florence Elementary School,651,7429,629.92,329,50.5%,322,49.5%,452,69.4%,45,6.9%,94,14.4%,8,1.2%,4,0.6%,1,0.2%,47,7.2%,445,64,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,43.20,3,0.0%,10,21.9%,65.6%,12.5%,0.0%,0.0%,100.0%,0.0%,1.7:1,25%,512,21,1,"2,587"
20112012,35075,Boone County,Gray Middle School,1023,6117,988.98,528,51.6%,495,48.4%,942,92.1%,16,1.6%,26,2.5%,26,2.5%,1,0.1%,0,0.0%,12,1.2%,122,41,96.5%,0.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,59.30,1,0.0%,11.7,12.9%,67.7%,19.4%,0.0%,0.0%,100.0%,0.0%,5.8:1,68.8%,800,0,2,"5,400"
20112012,35065,Boone County,Hillard Collins Elementary School,615,8575,599.21,307,49.9%,308,50.1%,408,66.3%,51,8.3%,108,17.6%,5,0.8%,2,0.3%,2,0.3%,39,6.3%,468,55,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,40.00,0,0.0%,10.5,22.6%,74.2%,3.2%,0.0%,0.0%,100.0%,0.0%,1.7:1,71.9%,585,9,2,"3,587"
20112012,35071,Boone County,Larry A. Ryle High School,1575,6320,"1,540.53",824,52.3%,751,47.7%,"1,419",90.1%,32,2.0%,63,4.0%,36,2.3%,1,0.1%,1,0.1%,23,1.5%,225,52,95.4%,3.3%,1.3%,78.0%,260,70.7%,225,61.1%,35,9.5%,9,2.4%,25,6.8%,55,14.9%,0,0.0%,19,5.2%,17:1,94.00,2,0.0%,13.3,19.0%,52.0%,29.0%,0.0%,0.0%,100.0%,0.9%,5.2:1,33%,"1,280",13,3,"12,415"
20112012,35017,Boone County,Longbranch Elementary School,787,5850,761.53,421,53.5%,366,46.5%,679,86.3%,34,4.3%,20,2.5%,27,3.4%,2,0.3%,0,0.0%,25,3.2%,77,24,96.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,39.50,0,0.0%,13.3,5.7%,77.1%,17.1%,0.0%,0.0%,100.0%,0.0%,3.1:1,100%,780,42,3,"10,003"
20112012,35080,Boone County,New Haven Elementary School,726,7356,704.62,358,49.3%,368,50.7%,652,89.8%,7,1.0%,43,5.9%,10,1.4%,2,0.3%,0,0.0%,12,1.7%,142,25,96.4%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,41.50,3,0.0%,13.6,8.3%,77.8%,13.9%,0.0%,0.0%,100.0%,0.0%,2.3:1,10%,680,14,2,"11,457"
20112012,35008,Boone County,North Pointe Elementary School,1061,5839,"1,036.37",509,48.0%,552,52.0%,939,88.5%,27,2.5%,41,3.9%,31,2.9%,1,0.1%,0,0.0%,22,2.1%,170,29,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,60.00,4,0.0%,9.8,32.1%,50.9%,17.0%,0.0%,0.0%,100.0%,0.0%,5:1,100%,"1,061",23,12,"8,535"
